Elemental Formula,Formula Type,Mass,C,H,O,N,P,S,O.C,H.C,N.C,P.C,N.P,Sample A1,Sample A2,Sample A3,Sample B1,Sample B2,Sample B3
C22H35O7N5,CHON,481.2536433,22,35,7,5,0,0,0.32,1.59,0.23,0.00,0.00,107564.7575,372062.3348,119724.9868,346489.1836,425662.7723,284299.6666
C14H14O4,CHO,246.08921,14,14,4,0,0,0,0.29,1.00,0.00,0.00,0.00,14754.0559,37685.60135,21028.93865,1157173.376,1760797.166,249643.738
C11H20O3,CHO,200.1412,11,20,3,0,0,0,0.27,1.82,0.00,0.00,0.00,476224.1029,476224.1029,670534.4031,196079.6118,1215989.833,1122280.298
C17H30O9N6S3,CHONS,558.1236533,17,30,9,6,0,3,0.53,1.76,0.35,0.00,0.00,2664829.406,15623084.73,15056732.57,8854429.212,7439490.757,10293847.78
C22H35O9N9,CHON,569.2557633,22,35,9,9,0,0,0.41,1.59,0.41,0.00,0.00,84846.56335,513708.7643,1497397.105,1797437.476,1683467.593,1274447.233
C21H33O7N9,CHON,523.2502833,21,33,7,9,0,0,0.33,1.57,0.43,0.00,0.00,4846847.494,3706433.895,4804833.934,9581663.924,16341567.95,7562551.079
C35H53O14N11S,CHONS,883.3494133,35,53,14,11,0,1,0.40,1.51,0.31,0.00,0.00,191068.6707,715787.8789,610141.6424,412173.9696,264203.4324,1179.726786
C22H38O5N6S,CHONS,498.2624333,22,38,5,6,0,1,0.23,1.73,0.27,0.00,0.00,2021333.262,3649099.436,2432135.918,2756877.271,832372.1341,1380396.726
C19H33O2N,CHON,307.2511,19,33,2,1,0,0,0.11,1.74,0.05,0.00,0.00,566776.0614,3389376.729,291543.4304,696975.8491,340125.234,1536064.451
C26H27O15,CHO,579.135,26,27,15,0,0,0,0.58,1.04,0.00,0.00,0.00,381587.4062,101174.2924,431838.0752,147086.1738,522053.0255,4962.088997
C22H37O10N5,CHON,531.2540233,22,37,10,5,0,0,0.45,1.68,0.23,0.00,0.00,212013.2001,538716.2689,1143535.354,2570038.357,1847057.311,60302.28222
C29H53O2,CHO,512.3229,29,53,2,0,0,0,0.07,1.83,0.00,0.00,0.00,90315.58571,368042.7099,64539.48965,2134923.277,1130127.496,54980.84111
C8H14O6N3P,CHONP,249.0960833,8,14,6,3,1,0,0.75,1.75,0.38,0.13,3.00,2393432.016,2017447.651,5791404.607,66937.24787,116601.4676,
C23H20O14,CHO,520.0853,23,20,14,0,0,0,0.61,0.87,0.00,0.00,0.00,4142213.907,6521742.743,7944866.272,7468231.865,12639208.95,13212511.77
C17H16O2,CHO,252.11503,17,16,2,0,0,0,0.12,0.94,0.00,0.00,0.00,457175.1694,1823174.772,305546.6611,1159822.847,1283005.537,4352118.666
C7H10O5,CHO,174.0528,7,10,5,0,0,0,0.71,1.43,0.00,0.00,0.00,70015.96956,534828.6294,542881.5113,1075891.448,605654.7666,
C21H31O6N5S,CHONS,481.1994933,21,31,6,5,0,1,0.29,1.48,0.24,0.00,0.00,84846.56335,808324.95,611428.3219,2152728.835,1800264.743,1010725.742
C24H38O7N6,CHON,522.2801933,24,38,7,6,0,0,0.29,1.58,0.25,0.00,0.00,884160.876,3040880.221,5163595.967,885281.6912,1199994.361,309992.542
C38H70O2,CHO,558.5376,38,70,2,0,0,0,0.05,1.84,0.00,0.00,0.00,436456.0052,485508.7575,436456.0052,85208.98533,144300.6866,
C37H66O11N8S2,CHONS,862.4292433,37,66,11,8,0,2,0.30,1.78,0.22,0.00,0.00,12271998.01,7203309.712,25084852.11,15438678.19,16106224.62,18443209.98
C59H108O6,CHO,912.8146,59,108,6,0,0,0,0.10,1.83,0.00,0.00,0.00,181653.6401,81436.87078,99096.91967,425559.0183,3385527.95,28404.26798
C21H36O2,CHO,320.2715,21,36,2,0,0,0,0.10,1.71,0.00,0.00,0.00,852477.1639,1775686.497,428766.6629,6385039.893,5221787.155,1980301.047
C5H8O3,CHO,116.0473,5,8,3,0,0,0,0.60,1.60,0.00,0.00,0.00,368901.2036,884837.137,489820.0675,1092214.239,886135.8797,886135.8797
C16H27O10N5,CHON,449.1757933,16,27,10,5,0,0,0.63,1.69,0.31,0.00,0.00,916264.8621,674772.6885,1052588.679,224002.4014,714989.4354,153031.8083
C26H36O7N6S,CHONS,576.2366133,26,36,7,6,0,1,0.27,1.38,0.23,0.00,0.00,2541014.833,1800441.022,2092178.897,3160400.792,1994368.421,6425270.061
C18H28O11N6S,CHONS,536.1536633,18,28,11,6,0,1,0.61,1.56,0.33,0.00,0.00,12457238.14,8723800.206,15139259.74,20855324.09,27491562.54,15435782.5
C22H40O4,CHO,368.2927,22,40,4,0,0,0,0.18,1.82,0.00,0.00,0.00,1203775.516,1296588.837,953924.6443,1326957.166,891688.3749,929362.0758
C25H45O6N,CHON,455.3247,25,45,6,1,0,0,0.24,1.80,0.04,0.00,0.00,2422006.953,17959485.8,6650761.585,8601090.706,15954113.12,2752276.175
C23H44O4,CHO,384.324,23,44,4,0,0,0,0.17,1.91,0.00,0.00,0.00,362547.9002,5386873.268,4647696.474,4394958.608,11507615.74,3675470.467
C22H38O7N4,CHON,470.2740333,22,38,7,4,0,0,0.32,1.73,0.18,0.00,0.00,143456.9734,304405.3099,282736.1656,50057.37702,16581.70453,42241.42645
C18H32O5N4,CHON,384.2372533,18,32,5,4,0,0,0.28,1.78,0.22,0.00,0.00,321239.2367,509220.7858,255637.4488,386183.1715,425547.3914,486306.1022
C24H41O6N5,CHON,495.3056633,24,41,6,5,0,0,0.25,1.71,0.21,0.00,0.00,419429.9558,714239.2645,2263698.03,1744852.376,741305.0856,4745551.227
C26H34O13N6S,CHONS,670.1904433,26,34,13,6,0,1,0.50,1.31,0.23,0.00,0.00,1894307.512,7243465.332,4817220.957,6561231.751,6742936.441,6953441.679
C16H10O6,CHO,298.04774,16,10,6,0,0,0,0.38,0.63,0.00,0.00,0.00,656977.9941,1331513.834,446423.9312,84484.21057,899129.0461,268020.4805
C20H32O11N6S,CHONS,564.1849733,20,32,11,6,0,1,0.55,1.60,0.30,0.00,0.00,273654.8444,151383.5416,62836.27001,30174.07806,154145.9036,225.4027246
C23H42O10N6S,CHONS,594.2683133,23,42,10,6,0,1,0.43,1.83,0.26,0.00,0.00,1088340.779,338257.3517,437122.6087,5442742.429,5289266.631,3664756.75
C12H18O4N5PS2,CHONPS,361.0878533,12,18,4,5,1,2,0.33,1.50,0.42,0.08,5.00,2080264.141,1112714.15,2743272.682,1545680.949,493490.3931,858197.4505
C47H71O12N9S,CHONS,985.4942733,47,71,12,9,0,1,0.26,1.51,0.19,0.00,0.00,538076.5312,501003.4797,561553.7654,173190.1165,668669.242,1213738.46
C3H2O2,CHO,227.8422,3,2,2,0,0,0,0.67,0.67,0.00,0.00,0.00,3971370.038,3824687.241,1847846.863,1133857.049,769628.9473,5249354.256
C48H94O17NP,CHONP,987.6259,48,94,17,1,1,0,0.35,1.96,0.02,0.02,1.00,5953847.803,3803831.525,9678627.394,8256816.31,8412463.31,14177239.58
C22H36O5N6S,CHONS,496.2467833,22,36,5,6,0,1,0.23,1.64,0.27,0.00,0.00,5883035.68,,5330477.312,,,
C26H42O3S,CHOS,434.2855,26,42,3,0,0,1,0.12,1.62,0.00,0.00,0.00,375558.439,259951.608,430922.3525,218655.5989,313636.935,1074.131995
C25H36O9N4,CHON,536.2482133,25,36,9,4,0,0,0.36,1.44,0.16,0.00,0.00,6144628.719,14376655.14,14157365.45,11515619.9,8278149.304,3308862.446
C13H23O7N5S2,CHONS,425.1038933,13,23,7,5,0,2,0.54,1.77,0.38,0.00,0.00,,,701.7099284,162924.3977,5448.946486,1224.346794
C17H29O5N7S,CHONS,443.1950833,17,29,5,7,0,1,0.29,1.71,0.41,0.00,0.00,10054854.76,6216506.275,16241689.23,7944008.953,8093467.555,9024721.328
C20H35O6N5,CHON,441.2587233,20,35,6,5,0,0,0.30,1.75,0.25,0.00,0.00,12836168.03,11987949.38,5107885.644,2636526.791,1461172.471,2011933.209
C22H34O6N10,CHON,534.2662633,22,34,6,10,0,0,0.27,1.55,0.45,0.00,0.00,18132389.63,21389649.49,13511940.53,17890569.1,14697458.9,13608879.02
C9H15O6N2P,CHONP,248.1008333,9,15,6,2,1,0,0.67,1.67,0.22,0.11,2.00,7196500.347,8071359.371,915124.149,4536338.714,8439048.267,4912838.495
C20H27O9N6P,CHONP,496.1917633,20,27,9,6,1,0,0.45,1.35,0.30,0.05,6.00,867946.2001,3777940.133,1808.442255,6259.232892,,1874.938378
C30H59O8P,CHOP,578.3948,30,59,8,0,1,0,0.27,1.97,0.00,0.03,0.00,120275.5479,360034.4245,205396.4668,97573.48456,97573.48456,55061.83646
C21H37O7N9S,CHONS,559.2536633,21,37,7,9,0,1,0.33,1.76,0.43,0.00,0.00,4159459.585,4838441.661,3126032.994,1043098.182,1013970.23,3410946.859
C38H64O14N8,CHON,856.4541733,38,64,14,8,0,0,0.37,1.68,0.21,0.00,0.00,172534.1196,68541.53061,23587.72018,17432.33093,164620.3946,189363.0178
C27H30O11,CHO,530.1788,27,30,11,0,0,0,0.41,1.11,0.00,0.00,0.00,888491.6871,2702835.853,1317594.733,1005663.043,2001810.581,1221675.638
C36H62O5,CHO,574.4597,36,62,5,0,0,0,0.14,1.72,0.00,0.00,0.00,615562.3136,35455.0776,13961.1527,6231.083099,549.3155008,10700.00059
C23H31O12N6P,CHONP,584.2078233,23,31,12,6,1,0,0.52,1.35,0.26,0.04,6.00,122861599.1,154991034.5,217560281.8,399085647,388077673,55761364.87
C22H33O7N9,CHON,535.2502833,22,33,7,9,0,0,0.32,1.50,0.41,0.00,0.00,74896.46581,164350.9705,205100.3605,39679.35951,118125.7456,
C28H40O9,CHO,520.2672,28,40,9,0,0,0,0.32,1.43,0.00,0.00,0.00,889473.3679,780604.0612,271.4385572,4357.792853,420.6872661,
C33H56O6,CHO,548.4077,33,56,6,0,0,0,0.18,1.70,0.00,0.00,0.00,4265874.365,13802676.6,14652041.23,9638473.713,1546388.013,2297785.481
C17H26O2,CHO,262.19328,17,26,2,0,0,0,0.12,1.53,0.00,0.00,0.00,302337.967,1719485.927,1390156.37,717680.9358,1828201.688,1125460.537
C22H40O2,CHO,336.3028,22,40,2,0,0,0,0.09,1.82,0.00,0.00,0.00,537677.3465,520575.7228,558173.0967,1740902.177,1395900.829,344840.4904
C10H14O3,CHO,182.094295,10,14,3,0,0,0,0.30,1.40,0.00,0.00,0.00,362614.1409,802551.0866,367757.7188,25899.84658,21402.01566,55596.52053
C31H62O,CHO,450.4801,31,62,1,0,0,0,0.03,2.00,0.00,0.00,0.00,1775878.632,9723365.736,4224005.23,1908419.559,6770204.972,5441342.826
C14H23O8N5,CHON,389.1546633,14,23,8,5,0,0,0.57,1.64,0.36,0.00,0.00,2621420.712,4262633.131,6001282.595,5986672.237,5618371.34,4537187.772
C6H6O3,CHO,126.031695,6,6,3,0,0,0,0.50,1.00,0.00,0.00,0.00,149009.301,98383.53097,187304.8104,,42334.24076,
C24H40O6S,CHOS,456.2546,24,40,6,0,0,1,0.25,1.67,0.00,0.00,0.00,477541.1061,216625.2747,40004.17684,1517376.627,176182.2315,445671.4642
C23H26O7,CHO,414.167855,23,26,7,0,0,0,0.30,1.13,0.00,0.00,0.00,360766.9296,233305.3844,806667.4065,822020.6641,778883.8281,891163.6828
C20H22O7,CHO,374.1366,20,22,7,0,0,0,0.35,1.10,0.00,0.00,0.00,35364843.98,47113760.93,42795851.54,39619646.06,92394340.57,20059807.29
C24H40O3,CHO,376.2977,24,40,3,0,0,0,0.13,1.67,0.00,0.00,0.00,1171.838138,4322443.712,4275932.237,5323927.593,9000910.013,6381153.887
C35H65O9N17,CHON,867.5151033,35,65,9,17,0,0,0.26,1.86,0.49,0.00,0.00,39026.31758,63599.41474,40610.12672,78027.41151,46519.47856,5001.793481
C24H30O5N4,CHON,454.2216033,24,30,5,4,0,0,0.21,1.25,0.17,0.00,0.00,669660.1011,530075.3744,250944.0244,1786104.913,956912.4585,266497.8347
C39H73O8P,CHOP,700.5043,39,73,8,0,1,0,0.21,1.87,0.00,0.03,0.00,,,,1110723.369,5761.716212,
C14H27O2N,CHON,241.2042,14,27,2,1,0,0,0.14,1.93,0.07,0.00,0.00,165069269.5,276677939.4,214822360.6,285205770.7,287580154.6,279091865.1
C29H40O7N6,CHON,584.2958433,29,40,7,6,0,0,0.24,1.38,0.21,0.00,0.00,296526.104,693496.7129,296180.1491,1124974.329,1051646.767,
C23H35O8N10P,CHONP,580.2717433,23,35,8,10,1,0,0.35,1.52,0.43,0.04,10.00,507019.5909,2097168.757,1098264.262,1187016.672,1085776.163,1311627.91
C24H39O5N9,CHON,533.3074033,24,39,5,9,0,0,0.21,1.63,0.38,0.00,0.00,3414170.947,5095111.967,921005.5452,6356676.842,12593961.62,2897082.647
C17H32O2,CHO,268.2402,17,32,2,0,0,0,0.12,1.88,0.00,0.00,0.00,40601324.56,20256878.94,9394004.97,3041300.214,1985589.392,3838673.712
C44H81O13P,CHOP,848.5415,44,81,13,0,1,0,0.30,1.84,0.00,0.02,0.00,9353657.776,3284976.579,10296121.3,2781441.682,6550960.744,7589119.443
C30H46O8,CHO,534.3193,30,46,8,0,0,0,0.27,1.53,0.00,0.00,0.00,2032215.648,2070691.04,2231134.172,5036014.278,3592842.181,2167046.366
C23H39O10N7,CHON,573.2758333,23,39,10,7,0,0,0.43,1.70,0.30,0.00,0.00,116187.0038,250451.9965,211335.67,336741.9079,22494.08132,67286.38837
C33H53O11N13S,CHONS,839.3708233,33,53,11,13,0,1,0.33,1.61,0.39,0.00,0.00,1879454.073,1219407.769,847993.4179,855090.782,416016.3989,1772906.758
C17H29O8N7S3,CHONS,555.1239833,17,29,8,7,0,3,0.47,1.71,0.41,0.00,0.00,1459.963076,641522.3514,618439.8,76397.32619,1583978.395,1003816.053
C29H28O12,CHO,568.1581,29,28,12,0,0,0,0.41,0.97,0.00,0.00,0.00,7344350.399,14464622.37,14286455.18,20448832.18,18068558.56,10074328.49
C27H50O2,CHO,406.3811,27,50,2,0,0,0,0.07,1.85,0.00,0.00,0.00,10219161.07,16239793.3,12865287.64,60704787.79,126871229.4,9921291.341
C15H10O13S2,CHOS,461.9563,15,10,13,0,0,2,0.87,0.67,0.00,0.00,0.00,281164.4461,406600.1022,353023.7435,326417.7704,920016.4258,
C21H34O9N5P,CHONP,501.2434633,21,34,9,5,1,0,0.43,1.62,0.24,0.05,5.00,1773851.465,2850556.037,2577434.275,304080.3352,1514060.539,
C21H36O9N8,CHON,544.2605133,21,36,9,8,0,0,0.43,1.71,0.38,0.00,0.00,2431016.01,657118.0331,2431016.01,180168.9205,19215.3007,183419.6581
C23H28O6N4,CHON,456.2008733,23,28,6,4,0,0,0.26,1.22,0.17,0.00,0.00,495739.6617,35986.24186,1102185.638,4240489.436,2942534.895,22817.96678
C20H35O9N7S,CHONS,549.2216933,20,35,9,7,0,1,0.45,1.75,0.35,0.00,0.00,1312133.024,663810.0197,869417.122,383908.2291,3245796.043,1418036.366
C25H45O6N9S,CHONS,599.3213433,25,45,6,9,0,1,0.24,1.80,0.36,0.00,0.00,1357564.647,6044950.12,1366017.524,36677.9605,3409.023492,41618.82943
C25H42O5,CHO,422.3032,25,42,5,0,0,0,0.20,1.68,0.00,0.00,0.00,366363.6144,401713.5369,958218.7809,296650.1679,102424.1863,117603.8403
C29H62O6NP,CHONP,551.4315,29,62,6,1,1,0,0.21,2.14,0.03,0.03,1.00,3808294.846,7407837.785,11346965.36,11225677.74,9719348.584,6555302.012
C20H20O4,CHO,324.1362,20,20,4,0,0,0,0.20,1.00,0.00,0.00,0.00,7820688.435,6571668.953,3409529.925,4188877.011,1298617.952,2413637.686
C8H14O5N2S,CHONS,250.0623433,8,14,5,2,0,1,0.63,1.75,0.25,0.00,0.00,919771.565,545400.3598,136232.2992,2612.798093,5606.501834,21100.40621
C17H24O7N4S,CHONS,428.1365733,17,24,7,4,0,1,0.41,1.41,0.24,0.00,0.00,1132628.361,320381.0476,1972309.911,464503.0125,1128839.252,1128839.252
C21H35O6N7S,CHONS,513.2369533,21,35,6,7,0,1,0.29,1.67,0.33,0.00,0.00,1062197.759,910351.6311,753017.8001,876083.1001,552049.7327,243489.7798
C19H30O10N6,CHON,502.2023333,19,30,10,6,0,0,0.53,1.58,0.32,0.00,0.00,136398.9485,327906.5104,287046.4499,1978463.674,2780634.21,20849.14173
C27H47O9N9S,CHONS,673.3217333,27,47,9,9,0,1,0.33,1.74,0.33,0.00,0.00,198720.6924,226762.131,220869.9815,89791.80747,174031.3334,174031.3334
C18H16O7,CHO,344.0896,18,16,7,0,0,0,0.39,0.89,0.00,0.00,0.00,2298150.504,2498775.445,5997739.573,2786483.949,4364161.743,4015590.768
C53H90O6,CHO,822.6737,53,90,6,0,0,0,0.11,1.70,0.00,0.00,0.00,284567.1893,388339.6117,146652.2467,376200.7393,321893.2603,2672.945711
C21H36O8N6,CHON,500.2594433,21,36,8,6,0,0,0.38,1.71,0.29,0.00,0.00,2590988.612,2422759.427,2699194.135,1323787.228,6626279.002,1179565.671
C9H14O3N4S,CHONS,258.0786633,9,14,3,4,0,1,0.33,1.56,0.44,0.00,0.00,974562.7552,839632.8709,1390686.12,,34931.74682,
C21H36O6N6,CHON,468.2696233,21,36,6,6,0,0,0.29,1.71,0.29,0.00,0.00,1520230.456,837365.8045,1048475.083,4459278.434,13342472.04,330946.2475
C26H51O10P,CHOP,554.322,26,51,10,0,1,0,0.38,1.96,0.00,0.04,0.00,167965.2768,733232.2071,112159.5063,187720.5042,351706.841,200043.367
C41H57O15N9S,CHONS,947.3694833,41,57,15,9,0,1,0.37,1.39,0.22,0.00,0.00,175036.5448,166542.0924,389629.244,1570550.81,707777.4018,
C39H62O18N10P2,CHONP,960.4399933,39,62,18,10,2,0,0.46,1.59,0.26,0.05,5.00,19365518.67,12164912.77,13982912.2,52006150.44,39944457.34,7228594.677
C32H36O5N2,CHON,528.2624,32,36,5,2,0,0,0.16,1.13,0.06,0.00,0.00,255607.9056,901671.2963,165364.2132,2452849.364,749593.6081,2452849.364
C4H8O3N2,CHON,132.0534933,4,8,3,2,0,0,0.75,2.00,0.50,0.00,0.00,1862505.799,1422958.511,685583.3164,617413.486,1692620.7,1364792.468
C11H20O2,CHO,184.1463,11,20,2,0,0,0,0.18,1.82,0.00,0.00,0.00,3498625.799,1918207.518,3118773.149,2680536.412,1589448.954,1641464.816
C27H34O7N4,CHON,526.2427433,27,34,7,4,0,0,0.26,1.26,0.15,0.00,0.00,452467.8288,1175420.135,309670.2936,146047.379,51008.97137,170099.2299
C23H36O4N6,CHON,460.2797933,23,36,4,6,0,0,0.17,1.57,0.26,0.00,0.00,1327709.951,1543610.903,1848663.151,4769742.917,6302792.908,10197101.15
C23H39O11N5,CHON,561.2645933,23,39,11,5,0,0,0.48,1.70,0.22,0.00,0.00,457685.8972,246889.4047,300396.5427,342051.3527,337393.1335,55557.00769
C27H42O5N6,CHON,530.3216533,27,42,5,6,0,0,0.19,1.56,0.22,0.00,0.00,1587102.134,1802868.115,2212943.13,743811.6843,1583784.459,1570003.544
C12H20O3N4,CHON,268.1535333,12,20,3,4,0,0,0.25,1.67,0.33,0.00,0.00,985967.2481,661072.7353,1000569.219,872374.294,732164.3493,350364.2136
C13H24O2,CHO,212.1776,13,24,2,0,0,0,0.15,1.85,0.00,0.00,0.00,540308.1624,4258150.063,4204561.768,4251259.232,3731467.722,132187.6371
C23H38O8N8S,CHONS,586.2533333,23,38,8,8,0,1,0.35,1.65,0.35,0.00,0.00,3270554.197,2849869.551,4903865.361,754450.8668,1007929.092,4151311.355
C16H31O6N5S,CHONS,421.1995033,16,31,6,5,0,1,0.38,1.94,0.31,0.00,0.00,2211748.936,1199230.983,3451909.178,2807388.902,38649518.79,8954131.356
C12H19O6N3,CHON,301.1273733,12,19,6,3,0,0,0.50,1.58,0.25,0.00,0.00,5328801.753,2295987.842,6981088.551,7392449.03,13763923.85,6962464.863
C10H19O4N3S,CHONS,277.1096233,10,19,4,3,0,1,0.40,1.90,0.30,0.00,0.00,2429054.175,5676805.129,997496.382,13076967.04,3861028.288,8536053.434
C21H38O6N12,CHON,554.3037233,21,38,6,12,0,0,0.29,1.81,0.57,0.00,0.00,981312.082,2114378.671,1085080.861,611852.5446,143102.5522,409573.0881
C26H33O9N7,CHON,587.2339633,26,33,9,7,0,0,0.35,1.27,0.27,0.00,0.00,515018.9227,228547.285,399995.1309,906302.2645,488532.879,502866.8497
C26H42O3,CHO,402.3134,26,42,3,0,0,0,0.12,1.62,0.00,0.00,0.00,2529343.831,1401337.179,4353312.992,1031975.184,1821727.755,1384825.87
C21H22O3,CHO,322.1569,21,22,3,0,0,0,0.14,1.05,0.00,0.00,0.00,701239.1427,406528.3019,476482.9366,2820833.43,2309708.518,2705935.191
C16H30O5N4S,CHONS,390.1936833,16,30,5,4,0,1,0.31,1.88,0.25,0.00,0.00,179507.0535,85463.30406,168487.1281,47831.36914,171941.7157,136640.2478
C22H37O2,CHO,412.1977,22,37,2,0,0,0,0.09,1.68,0.00,0.00,0.00,1202664.859,3486725.584,3990660.806,18034888.5,22556153.74,387097.6279
C20H31O11N7,CHON,545.2081533,20,31,11,7,0,0,0.55,1.55,0.35,0.00,0.00,28537.50169,24935.32658,25432.78505,7211.957568,15196.60407,6787.884834
C28H29O4N7,CHON,527.2280933,28,29,4,7,0,0,0.14,1.04,0.25,0.00,0.00,364500.566,1215820.015,444816.2778,219012.4986,328375.909,1763796.039
C18H37O2N,CHON,299.2824,18,37,2,1,0,0,0.11,2.06,0.06,0.00,0.00,2120601.778,2407672.823,991567.6355,704644.8893,672381.0313,554594.5951
C21H44O2,CHO,328.3341,21,44,2,0,0,0,0.10,2.10,0.00,0.00,0.00,7956804.058,5403760.86,4999221.451,1360527.845,863542.8714,694315.3324
C19H32O12N6,CHON,536.2078233,19,32,12,6,0,0,0.63,1.68,0.32,0.00,0.00,4196431.566,2109009.384,1972493.758,963789.5156,1378250.895,4249.524748
C25H46O8N8,CHON,586.3438433,25,46,8,8,0,0,0.32,1.84,0.32,0.00,0.00,84545.03336,300395.7795,199151.5751,421516.8456,351797.917,38346.18315
C24H46O7N7PS,CHONPS,577.3257633,24,46,7,7,1,1,0.29,1.92,0.29,0.04,7.00,767415.0535,449792.7974,380929.7617,341213.5777,55688.409,330374.5912
C22H38O11N6S,CHONS,594.2319233,22,38,11,6,0,1,0.50,1.73,0.27,0.00,0.00,305384.0722,843762.4344,122765.3709,381942.7694,786091.1447,835202.8909
C29H26O7,CHO,486.1679,29,26,7,0,0,0,0.24,0.90,0.00,0.00,0.00,218069.1782,656441.623,831703.0649,883148.9297,1851530.302,18914.21827
C18H18O4,CHO,298.1205,18,18,4,0,0,0,0.22,1.00,0.00,0.00,0.00,9252952.707,17446608.73,5065760.881,2705537.549,4431125.559,5907621.751
C17H23O8N3,CHON,397.1485133,17,23,8,3,0,0,0.47,1.35,0.18,0.00,0.00,408344.3105,1026321.711,537544.939,281783.6602,321568.2157,1714016.65
C41H81O6N2P,CHONP,728.5832,41,81,6,2,1,0,0.15,1.98,0.05,0.02,2.00,893405.2091,555567.723,25536.94453,3181725.726,7540247.468,10890248.7
C14H14O2,CHO,214.09938,14,14,2,0,0,0,0.14,1.00,0.00,0.00,0.00,581235.2285,773372.1092,1134151.28,71114.55989,294676.98,167433.6128
C19H33O11N6PS,CHONPS,554.2006333,19,33,11,6,1,1,0.58,1.74,0.32,0.05,6.00,139201.3122,116778.5648,21798.85204,10414.80011,3044.784771,10991.59184
C25H45O6N11,CHON,595.3554133,25,45,6,11,0,0,0.24,1.80,0.44,0.00,0.00,51981399.68,60246344.35,22122042.67,10549945.24,7774120.469,13860524.07
C28H32O14,CHO,592.1792,28,32,14,0,0,0,0.50,1.14,0.00,0.00,0.00,3314836.964,2929126.63,2645077.732,104147.937,245665.6827,150679.1752
C12H20O7N5P,CHONP,347.1440933,12,20,7,5,1,0,0.58,1.67,0.42,0.08,5.00,2469204.445,1164230.021,1589604.584,274059.762,82030.15552,315033.4255
C23H43O6N5,CHON,485.3213133,23,43,6,5,0,0,0.26,1.87,0.22,0.00,0.00,638911.9704,451241.9166,116538.2801,57727.27325,121293.2941,109118.4469
C25H40O5,CHO,420.2876,25,40,5,0,0,0,0.20,1.60,0.00,0.00,0.00,348920.3099,170544.6623,189343.9194,66735.19319,70264.05964,7673.353613
C15H21O7N3,CHON,355.1379533,15,21,7,3,0,0,0.47,1.40,0.20,0.00,0.00,21441.4726,156899.6139,221509.2971,78500.80102,641481.7773,91869.87511
C24H16O8,CHO,432.0845,24,16,8,0,0,0,0.33,0.67,0.00,0.00,0.00,2053436.995,1231730.557,834681.7517,2701739.876,2868044.208,1116557.637
C23H45O8P,CHOP,480.2852,23,45,8,0,1,0,0.35,1.96,0.00,0.04,0.00,9671308.039,274921.472,13738318.85,9712025.949,10927224.01,8236026.424
C16H28O2,CHO,252.2089,16,28,2,0,0,0,0.13,1.75,0.00,0.00,0.00,21896836.2,21178541.31,18902330.97,11269513.44,7047741.326,9928152.95
C6H12O6,CHO,180.06339,6,12,6,0,0,0,1.00,2.00,0.00,0.00,0.00,4147666.813,12050310.12,13705705.62,12161953.36,10629299.26,4607375.189
C25H41O3N,CHON,403.3086,25,41,3,1,0,0,0.12,1.64,0.04,0.00,0.00,129193.0389,139113.1467,8671.390254,3479.61351,3367.114434,1684.14151
C14H26O5,CHO,274.178,14,26,5,0,0,0,0.36,1.86,0.00,0.00,0.00,202570.1253,256994.3762,52970.19614,20527.6491,4948.840096,39594.92395
C32H49O10N9P2,CHONP,721.3758833,32,49,10,9,2,0,0.31,1.53,0.28,0.06,4.50,831888.421,1700223.082,4207110.824,3733541.041,2567608.676,5767713.173
C25H48O7N6S,CHONS,576.3305133,25,48,7,6,0,1,0.28,1.92,0.24,0.00,0.00,642568.4199,1658141.872,997496.382,7758810.845,3861028.288,1650982.145
C26H38O5N6,CHON,514.2903533,26,38,5,6,0,0,0.19,1.46,0.23,0.00,0.00,6193340.178,4503746.74,6490905.84,6827870.277,1633181.928,10222180.92
C20H31O4N4P,CHONP,392.2423433,20,31,4,4,1,0,0.20,1.55,0.20,0.05,4.00,2217323.831,2509503.841,229708.3164,7454.971972,2344.804441,
C22H35O9N7S,CHONS,573.2216933,22,35,9,7,0,1,0.41,1.59,0.32,0.00,0.00,21772.94082,33286.42901,41524.25168,340015.9657,299496.6278,78480.52199
C4H8O4,CHO,120.04226,4,8,4,0,0,0,1.00,2.00,0.00,0.00,0.00,10317381.27,4009940.552,21277845.13,22602624.19,20977878.12,7417.635933
C9H8O4,CHO,180.04226,9,8,4,0,0,0,0.44,0.89,0.00,0.00,0.00,6098.004338,11168.89593,3056.470727,10337.89862,19087.40717,7858.798955
C28H52O9N16P2S,CHONPS,790.3980433,28,52,9,16,2,1,0.32,1.86,0.57,0.07,8.00,849420.2566,941784.7106,1754739.269,174800.269,340027.5389,467755.3063
C19H26O7N8,CHON,478.1924333,19,26,7,8,0,0,0.37,1.37,0.42,0.00,0.00,253618.5067,470391.576,296600.9622,395314.0876,319908.4166,100981.4316
C33H53O12N9S2,CHONS,831.3255033,33,53,12,9,0,2,0.36,1.61,0.27,0.00,0.00,42568.27536,61580.80674,10713.96585,523067.8046,1672944.86,948073.2966
C24H36O11N6,CHON,584.2441833,24,36,11,6,0,0,0.46,1.50,0.25,0.00,0.00,570986.6048,681242.7217,580995.802,406678.5679,1797976.004,643918.3422
C15H14O2,CHO,226.09938,15,14,2,0,0,0,0.13,0.93,0.00,0.00,0.00,1113209.684,3032189.8,2350096.358,367621.1125,1024666.129,
